code,name,sorting,focalGroupId,brand,materialPropertyId,balancingLens,lenti,trafficRestrictions,singleLensOrder,topology,antireflex,color,photocromic,hard,clean,uvAbsorbing,mirrored,polarised,contrastEnhancing,uvThreshold,uvATransmission,uvBTransmission,thicknessreduction,specialThickness,warranty,travellerService,ranges,orderOptionGroupId,trad_fr,display,prix,prog,trad_fr2,gtin
206634,Omega U 1.5 TRN GEN 8-Amber,5551,3,,40,1,0,,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""381""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""382""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""383""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""384""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""385""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""386""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""387""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""31""},""rangeId"": {""0"": ""388""},""combinationTreeId"":{""0"":""20"",""@attributes"":{""prio"":1}}}]",1,"Omega 1,5 Transition Ambre Très Court",X,56,0,"Omega 1,5 Transition Ambre Très Court",3.66612E+12
206642,EyeFatigue 050 1.5 TRN GEN 8-Amber,2311,4,,40,1,0,,YES,ASPHERIC,NONE,,1,NONE,NONE,0,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""181""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""182""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""183""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""184""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""628""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""226""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"Eyefatigue 1,5 Transition Ambre 0,50",X,34,0,"Eyefatigue 1,5 Transition Ambre 0,50",3.66612E+12
206643,EyeFatigue 075 1.5 TRN GEN 8-Amber,2312,4,,40,1,0,,YES,ASPHERIC,NONE,,1,NONE,NONE,0,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""181""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""182""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""183""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""184""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""628""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""25""},""rangeId"": {""0"": ""226""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"Eyefatigue 1,5 Transition Ambre 0,75",X,34,0,"Eyefatigue 1,5 Transition Ambre 0,75",3.66612E+12
206644,EyeFatigue 100 1.5 TRN GEN 8-Amber,2313,4,,40,1,0,,YES,ASPHERIC,NONE,,1,NONE,NONE,0,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""46""},""rangeId"": {""0"": ""181""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""46""},""rangeId"": {""0"": ""182""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""46""},""rangeId"": {""0"": ""183""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""46""},""rangeId"": {""0"": ""184""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""46""},""rangeId"": {""0"": ""628""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""46""},""rangeId"": {""0"": ""226""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"Eyefatigue 1,5 Transition Ambre 1,00",X,34,0,"Eyefatigue 1,5 Transition Ambre 1,00",3.66612E+12
206660,T-One  18 1.5 TRN GEN 8-Amber,13724,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""444""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""715""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""925""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""927""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"T-One 1,5 Transition Ambre Long",X,31,0,"T-One 1,5 Transition Ambre Long",3.66612E+12
206661,T-One  17 1.5 TRN GEN 8-Amber,13723,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""444""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""715""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""925""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""927""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"T-One 1,5 Transition Ambre Moyen",X,31,0,"T-One 1,5 Transition Ambre Moyen",3.66612E+12
206662,T-One  16 1.5 TRN GEN 8-Amber,13722,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""444""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""715""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""925""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""927""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"T-One 1,5 Transition Ambre Court",X,31,0,"T-One 1,5 Transition Ambre Court",3.66612E+12
206663,T-One  15 1.5 TRN GEN 8-Amber,13721,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"T-One 1,5 Transition Ambre Très Court",X,31,0,"T-One 1,5 Transition Ambre Très Court",3.66612E+12
206660,T-One  18 1.5 TRN GEN 8-Amber,16524,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""444""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""715""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""925""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""43""},""rangeId"": {""0"": ""927""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"E-Space 1,5 Transition Ambre Long",X,40,0,"E-Space 1,5 Transition Ambre Long",3.66612E+12
206661,T-One  17 1.5 TRN GEN 8-Amber,16523,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""444""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""715""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""925""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""41""},""rangeId"": {""0"": ""927""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"E-Space 1,5 Transition Ambre Moyen",X,40,0,"E-Space 1,5 Transition Ambre Moyen",3.66612E+12
206662,T-One  16 1.5 TRN GEN 8-Amber,16522,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""444""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""715""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""925""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""45""},""rangeId"": {""0"": ""927""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"E-Space 1,5 Transition Ambre Court",X,40,0,"E-Space 1,5 Transition Ambre Court",3.66612E+12
206663,T-One  15 1.5 TRN GEN 8-Amber,16521,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""42""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"E-Space 1,5 Transition Ambre Très Court",X,40,0,"E-Space 1,5 Transition Ambre Très Court",3.66612E+12
206664,Top Office 1.5 TRN GEN 8-Amber,13111,4,,58,1,0,,NO,SPHERICAL,NONE,,1,NONE,NONE,0,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1100""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1101""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1102""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1103""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1104""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1105""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1106""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1107""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1108""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""47""},""rangeId"": {""0"": ""1109""},""combinationTreeId"":{""0"":""51"",""@attributes"":{""prio"":1}}}]",1,"Top Office 1,5 Transition Ambre",X,31,0,"Top Office 1,5 Transition Ambre",3.66612E+12
206702,TRN GEN 8 1.5 AS - Emerald,134,1,,5,1,0,,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""1""},""rangeId"": {""0"": ""1573""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""1""},""rangeId"": {""0"": ""1574""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""1""},""rangeId"": {""0"": ""1575""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""1""},""rangeId"": {""0"": ""1576""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""1""},""rangeId"": {""0"": ""1577""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",0,"Freestyle SV 1,5 Asphérique Transition Émeraude",X,35,0,"Freestyle SV 1,5 Asphérique Transition Émeraude",3.66612E+12
206705,Platinum Hard R 1.5 TRN GEN 8-Emerald,8598,3,,6,1,0,NOT_FOR_NIGHT_DRIVING,YES,ASPHERIC,NONE,,1,NONE,NONE,1,0,0,0,0,0,0,NONE,0,0,0,"[{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""441""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""442""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""443""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""444""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""714""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""715""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""924""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""925""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""926""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}},{""geoId"": {""0"": ""14""},""rangeId"": {""0"": ""927""},""combinationTreeId"":{""0"":""21"",""@attributes"":{""prio"":1}}}]",1,"Platinium 1,5 Transition Émeraude Long",X,48,0,"Platinium 1,5 Transition Émeraude Long",3.66612E+12
